DEPTH	AC	CNL	DEN	GR	PE	RLLD	Litho_Pre	RES_ZY
3496	159.3880005	8.733	2.707000017	32.18600082	3.174000025	181.878006	2	2
3496.125	166.654007	11.069	2.617000103	48.47200012	3.148999929	105.4369965	2	2
3496.25	176.0970001	13.438	2.509999991	76.97699738	3.127000094	65.77999878	2	2
3496.375	188.1349945	15.024	2.41899991	105.1289978	3.134999991	50.48799896	2	2
3496.5	203.2910004	15.507	2.385999918	120.6660004	3.230000019	49.66400147	2	2
3496.625	214.7940064	14.666	2.41899991	119.0550003	3.430000067	57.48899841	2	2
3496.75	220.0930023	13.048	2.484999895	106.1839981	3.664999962	72.62000275	2	2
3496.875	216.2870026	11.842	2.545000076	94.28900147	3.825999975	93.66500092	2	2
3497	205.6439972	11.329	2.589999914	91.95700073	3.897000074	128.0659943	2	2
3497.125	193.0599976	10.945	2.631000042	94.65599823	3.963999987	217.0370026	2	2
3497.25	177.1490021	10.1	2.670000076	93.85199738	4.122000217	387.4509888	2	2
3497.375	166.4539948	8.679	2.703000069	83.42900085	4.366000176	670.6149902	2	2
3497.5	160.8139954	6.901	2.724999905	64.72699738	4.625	1096.43103	2	2
3497.625	157.9790039	5.217	2.73300004	46.55500031	4.822000027	1434.360962	2	2
3497.75	158.3650055	4.034	2.732000113	35.4090004	4.913000107	1286.149048	2	2
3497.875	161.0050049	3.57	2.730999947	32.25999832	4.887000084	897.3400269	2	2
3498	164.8190002	3.881	2.734999895	35.73300171	4.741000176	586.7130127	2	2
3498.125	168.5130005	4.742	2.744999886	44.84299851	4.505000114	387.0559998	2	2
3498.25	172.1569977	5.839	2.757999897	58.42200089	4.230999947	309.6199951	2	2
3498.375	174.1710053	6.868	2.772000074	68.98300171	3.976999998	323.973999	2	2
3498.5	173.0700073	7.516	2.782000065	70.85600281	3.765000105	393.4639893	5	5
3498.625	169.0010071	7.556	2.789000034	63.64300156	3.592000008	506.3269959	5	5
3498.75	163.6369934	7.151	2.795000076	51.92699814	3.461999893	621.9819946	5	5
3498.875	159.2449951	6.689	2.801000118	44.18199921	3.387000084	679.3839722	5	5
3499	157.302002	6.409	2.805000067	43.4109993	3.35800004	676.96698	5	5
3499.125	157.3540039	6.279	2.808000088	42.12599945	3.351000071	647.5939941	5	5
3499.25	158.9490051	6.251	2.808000088	37.07400131	3.357000113	584.8880005	5	5
3499.375	162.3309937	6.345	2.806999922	33.38399887	3.381000042	480.6119995	5	5
3499.5	167.3150024	6.55	2.803999901	34.90399933	3.427000046	365.5639954	5	5
3499.625	173.0639954	6.954	2.801000118	39.83300018	3.480999947	272.0409851	5	5
3499.75	177.6699982	7.642	2.796999931	50.84799957	3.522000074	214.9429932	5	5
3499.875	179.6880035	8.449	2.792999983	71	3.542999983	188.0800018	5	5
3500	178.4089966	9.131	2.789999962	96.08999634	3.553999901	184.5249939	5	5
3500.125	174.0299988	9.329	2.789999962	112.0370026	3.552999973	203.8300018	5	5
3500.25	168.6289978	8.814	2.792999983	107.2320023	3.526000023	239.0099945	5	5
3500.375	164.2389984	7.868	2.798000097	84.26399994	3.48300004	277.8819885	5	5
3500.5	161.4530029	7.019	2.802999973	60.86100006	3.45600009	310.8429871	5	5
3500.625	159.8220062	6.502	2.805999994	48.50500107	3.463000059	336.4599915	5	5
3500.75	159.1119995	6.26	2.809000015	45.95299912	3.486999989	354.7019959	5	5
3500.875	159.3179932	6.118	2.812000036	44.26599884	3.509999991	358.4410095	5	5
3501	160.5890045	5.944	2.816999912	40.57699966	3.532000065	348.3129883	5	5
3501.125	163.1100006	5.691	2.818000078	41.50600052	3.58100009	341.8049927	5	5
3501.25	165.9060059	5.395	2.812000036	51.89199829	3.684000015	361.7470093	5	5
3501.375	167.7669983	5.054	2.799000025	64.5	3.844000101	428.8649902	5	5
3501.5	167.5919952	4.491	2.782999992	63.47999954	4.019999981	564.8850098	2	2
3501.625	165.6710053	3.619	2.766000032	50.26800156	4.142000198	815.2080078	2	2
3501.75	163.1390076	2.693	2.752000094	35.51100159	4.172999859	1155.125977	2	2
3501.875	160.7960053	2.106	2.743999958	27.00799942	4.145999908	1313.102051	2	2
3502	158.4589996	1.974	2.743999958	23.7840004	4.097000122	1254.829956	1	1
3502.125	156.3399963	2.234	2.753000021	23.26099968	3.999000073	1120.168945	1	1
3502.25	154.7299957	2.783	2.770999908	24	3.829999924	951.236023	1	1
3502.375	153.727005	3.497	2.790999889	25.98999977	3.632999897	770.507019	5	5
3502.5	154.470993	4.209	2.805999994	28.79400063	3.49000001	621.4959717	5	5
3502.625	156.5130005	4.794	2.812000036	31.9640007	3.443000078	521.1669922	5	5
3502.75	158.5930023	5.333	2.811000109	37.79299927	3.470000029	454.1820068	5	5
3502.875	160.7220001	5.848	2.808000088	44.91899872	3.525000095	402.1289978	5	5
3503	162.8769989	6.11	2.802999973	46.70600128	3.566999912	352.553009	5	5
3503.125	164.2590027	6.104	2.796999931	43.56499863	3.585000038	320.4309998	5	5
3503.25	164.8000031	6.109	2.792999983	44.02099991	3.575000048	313.105011	5	5
3503.375	164.3379974	6.209	2.790999889	45.55500031	3.538000107	318.1979981	5	5
3503.5	162.4600067	6.253	2.792999983	41.78099823	3.484999895	332.0899963	5	5
3503.625	160.0729981	6.145	2.796000004	35.0719986	3.440000057	353.2640076	5	5
3503.75	158.5729981	5.934	2.798000097	30.49600029	3.423000097	364.144989	5	5
3503.875	158.9089966	5.738	2.795000076	28.9659996	3.430000067	357.6860046	5	5
3504	160.4649963	5.588	2.786000013	29.22200012	3.440999985	351.5849915	5	5
3504.125	162.0800018	5.445	2.773999929	28.39900017	3.444000006	359.8229981	5	5
3504.25	163.3209992	5.4	2.763999939	25.04899979	3.437999964	369.1499939	5	5
3504.375	163.6940002	5.494	2.757999897	23.54299927	3.420000076	377.9159851	4	4
3504.5	163.2850037	5.639	2.75699997	23.40200043	3.381000042	391.7810059	5	5
3504.625	162.4190064	5.788	2.765000105	20.73800087	3.322999954	417.3930054	4	4
3504.75	161.3930054	5.86	2.77699995	16.75499916	3.266000032	456.8569946	4	4
3504.875	160.7440033	5.767	2.789000034	15.52200031	3.23300004	501.0480042	4	4
3505	160.6549988	5.564	2.796999931	20.21800041	3.230000019	565.2269898	3	3
3505.125	160.4279938	5.336	2.802999973	28.08799934	3.240999937	635.8209839	5	5
3505.25	159.7489929	5.117	2.805999994	31.96100044	3.257999897	633.5239868	5	5
3505.375	159.0720062	5.003	2.803999901	27.30699921	3.286999941	581.5560303	5	5
3505.5	159.5269928	5.003	2.796000004	20.25499916	3.335000038	508.2630005	4	4
3505.625	162.0070038	5.087	2.786000013	18.79000092	3.410000086	426.0870056	4	4
3505.75	166.2740021	5.359	2.77699995	26.04199982	3.523999929	348.2309876	5	5
3505.875	171.7960053	5.831	2.769000053	38.84500122	3.681999922	283.5130005	5	5
3506	177.6880035	6.276	2.766000032	52.13199997	3.851000071	249.2879944	2	2
3506.125	182.1580048	6.444	2.76699996	65.49299622	4.005000114	274.2210083	2	2
3506.25	183.6529999	6.21	2.769000053	78.20500183	4.163000107	360.2260132	2	2
3506.375	181.7680054	5.45	2.769000053	81.65200043	4.348999977	534.4910278	2	2
3506.5	176.8110046	4.328	2.767999888	68.73999786	4.527999878	828.4660034	2	2
3506.625	170.4230042	3.236	2.767999888	48.90499878	4.625	1224.916016	2	2
3506.75	164.9490051	2.498	2.769999981	34.40800095	4.580999851	1606.175049	2	2
3506.875	161.0480042	2.217	2.773000002	26.61199951	4.416999817	2065.437988	2	2
3507	158.7649994	2.316	2.779000044	21.27899933	4.201000214	2682.933106	1	1
3507.125	158.0440064	2.646	2.78399992	18.27799988	4.000999928	2815.924072	1	1
3507.25	157.9129944	3.073	2.788000107	19.07399941	3.84800005	2026.621948	4	4
3507.375	158.2460022	3.525	2.792000055	22.27300072	3.729000092	1277.70398	4	4
3507.5	158.996994	3.979	2.799999952	26.37599945	3.622999907	834.1870117	5	5
3507.625	160.2030029	4.447	2.809000015	32.07400131	3.519999981	511.1730042	5	5
3507.75	161.8809967	5.027	2.816999912	40.70100021	3.424000025	353.7520142	5	5
3507.875	164.1609955	5.819	2.819000006	49.02000046	3.349999905	267.2460022	5	5
3508	168.1920013	6.776	2.815000057	54.36000061	3.315999985	200.2059937	5	5
3508.125	173.2859955	7.759	2.805000067	57.76499939	3.329999924	156.1600037	5	5
3508.25	178.2870026	8.674	2.788000107	68.34799957	3.375	128.1569977	5	5
3508.375	182.3820038	9.455	2.766000032	83.63800049	3.431999922	111.185997	5	5
3508.5	184.0180054	10.013	2.74000001	92.3219986	3.463999987	103.2639999	2	2
3508.625	185.0169983	10.268	2.713999987	91.33899689	3.436000109	103.3529968	2	2
3508.75	186.2969971	10.132	2.697999954	84.0739975	3.358999968	111.2170029	2	2
3508.875	185.2769928	9.614	2.697999954	72.60900116	3.296999931	125.3119965	2	2
3509	181.1679993	8.749	2.71600008	60.60400009	3.313999891	143.1109924	2	2
3509.125	175.4539948	7.792	2.746999979	52.1230011	3.407000065	163.1840057	5	5
3509.25	168.5679932	7.367	2.776000023	48.78699875	3.513000011	179.1759949	5	5
3509.375	167.1139984	7.665	2.792000055	48.81399918	3.573999882	185.7949982	5	5
3509.5	171.2980042	8.396	2.792000055	53.11000061	3.575999975	189.2969971	5	5
3509.625	176.1589966	9.221	2.785000086	64.4240036	3.53399992	201.048996	5	5
3509.75	178.7749939	9.744	2.780999899	76.3259964	3.470000029	228.6199951	5	5
3509.875	176.9160004	9.511	2.786000013	75.16600037	3.405999899	280.0960083	5	5
3510	171.1730042	8.73	2.796999931	58.24599838	3.35800004	359.3009949	5	5
3510.125	166.8860016	7.928	2.805000067	37.6629982	3.338000059	430.9750061	5	5
3510.25	165.0809937	7.324	2.808000088	24.22900009	3.355999947	453.7999878	4	4
3510.375	163.9089966	6.971	2.805999994	19.3010006	3.407999992	423.6499939	4	4
3510.5	163.4640045	6.971	2.802000046	19.9109993	3.474999905	358.9760132	4	4
3510.625	164.2189941	7.385	2.799999952	24.62800026	3.530999899	290.2579956	4	4
3510.75	165.6150055	8.148	2.801000118	31.53499985	3.555999994	235.2539978	5	5
3510.875	167.7290039	9.118	2.802000046	39.50400162	3.551000118	194.552002	5	5
3511	169.8000031	9.91	2.802000046	47.97800064	3.526000023	172.6239929	5	5
3511.125	170.1649933	10.269	2.801000118	55.5719986	3.483999968	169.246994	5	5
3511.25	168.25	10.263	2.796999931	62.58200073	3.434000015	174.7019959	5	5
3511.375	164.5359955	9.934	2.786000013	64.72599793	3.400000095	177.875	5	5
3511.5	160.7109985	9.46	2.759999991	57.24300003	3.400000095	171.4409943	5	5
3511.625	158.7920075	9.302	2.707000017	43.22299957	3.421000004	143.0010071	2	2
3511.75	162.371994	9.822	2.627000094	34.77199936	3.424999952	102.3089981	2	2
3511.875	171.7310028	10.89	2.540999889	36.34700012	3.388999939	71.1269989	2	2
3512	185.220993	11.875	2.49000001	45.54100037	3.332999945	55.57400131	2	2
3512.125	195.0420075	11.81	2.500999928	57.19900131	3.292999983	54.37200165	2	2
3512.25	193.5410004	10.358	2.569000006	63.85300064	3.285000086	69.75099945	2	2
3512.375	179.9689941	8.53	2.65899992	59.67100143	3.303999901	109.7369995	5	5
3512.5	167.1990051	7.21	2.733999968	48.15599823	3.351999998	177.449997	2	2
3512.625	157.8320007	6.458	2.779000044	36.10699844	3.427000046	266.2479858	5	5
3512.75	151.6779938	6.184	2.802999973	29.99500084	3.496999979	369.0599976	5	5
3512.875	150.1100006	6.233	2.815000057	28.95599937	3.516000032	443.7820129	5	5
3513	152.0119934	6.364	2.825999975	27.98399925	3.476000071	460.6700134	5	5
3513.125	156.2310028	6.557	2.836999893	27.12599945	3.421000004	429.4159851	5	5
3513.25	162.0200043	6.909	2.845000029	29.3390007	3.397000074	381.6040039	5	5
3513.375	168.5839996	7.337	2.84800005	36.91600037	3.427000046	328.3280029	5	5
3513.5	173.6900024	7.678	2.842999935	46.6969986	3.522000074	293.1960144	5	5
3513.625	176.0440064	7.84	2.83100009	52.48799896	3.674999952	277.4989929	5	5
3513.75	176.1710053	7.749	2.813999891	51.17699814	3.855000019	267.2349854	5	5
3513.875	175.1600037	7.543	2.796000004	47.1969986	4.000999928	250.0500031	2	2
3514	173.845993	7.547	2.782999992	47.17499924	4.059999943	224.0240021	2	2
3514.125	172.7339935	7.963	2.775000095	51.88999939	4.019999981	197.3099976	2	2
3514.25	171.9669952	8.602	2.773999929	55.26300049	3.911000013	179.0670013	2	2
3514.375	170.9069977	9.14	2.778000116	56.22900009	3.775000095	171.3200073	5	5
3514.5	168.9889984	9.34	2.78399992	56.69300079	3.653000116	172.4889984	5	5
3514.625	166.7230072	9.149	2.789000034	56.10699844	3.585999966	181.1170044	5	5
3514.75	164.8320007	8.64	2.789000034	54.01100159	3.595000029	196.4409943	5	5
3514.875	164.5930023	7.918	2.78399992	50.24599838	3.686000109	218.1690064	5	5
3515	165.923996	7.103	2.775000095	47.72399902	3.842999935	246.6049957	2	2
3515.125	168.0440064	6.303	2.760999918	49.81000137	4.040999889	284.9639893	2	2
3515.25	170.3990021	5.606	2.743999958	53.54399872	4.251999855	332.644989	2	2
3515.375	172.4570007	5.057	2.730000019	54.11700058	4.452000141	383.9259949	2	2
3515.5	173.8280029	4.652	2.721999884	54.06000137	4.626999855	437.3670044	2	2
3515.625	174.2769928	4.367	2.720000029	53.93399811	4.761000156	497.605011	2	2
3515.75	173.7920075	4.194	2.72300005	51.60800171	4.836999893	559.4639893	2	2
3515.875	172.3370056	4.027	2.730999947	47.00899887	4.831999779	612.78302	2	2
3516	169.6620026	3.797	2.740999937	42.88600159	4.737999916	652.5139771	2	2
3516.125	166.2969971	3.619	2.753000021	39.71300125	4.553999901	652.3880005	2	2
3516.25	163.1349945	3.608	2.769000053	35.73899841	4.288000107	565.4379883	2	2
3516.375	161.2030029	3.818	2.789000034	32.24700165	3.996999979	433.8859863	2	2
3516.5	161.5720062	4.333	2.809000015	33.63700104	3.755000114	305.5580139	5	5
3516.625	165.6589966	5.225	2.823999882	41.99900055	3.618999958	207.2519989	5	5
3516.75	173.598999	6.469	2.828000069	53.4640007	3.575000048	146.6660004	5	5
3516.875	182.378006	7.887	2.819000006	66.65899658	3.562000036	120.2829971	5	5
3517	187.3560028	9.08	2.799000025	78.47200012	3.526000023	120.6589966	5	5
3517.125	186.4160004	9.681	2.782000065	81.31800079	3.467000008	141.8630066	5	5
3517.25	180.2079926	9.416	2.778000116	71.48600006	3.421999931	187.2030029	5	5
3517.375	171.2949982	8.306	2.785000086	51.53499985	3.417000055	258.3699951	5	5
3517.5	162.6779938	6.876	2.796000004	33.51100159	3.430999994	333.5859985	5	5
3517.625	157.0769959	5.704	2.805000067	24.36000061	3.424999952	387.302002	4	4
3517.75	154.8890076	4.951	2.812999964	21.28000069	3.388000011	422.9450073	4	4
3517.875	154.4210053	4.539	2.818000078	19.01600075	3.345000029	448.8959961	4	4
3518	154.8209992	4.416	2.822000027	16.71999931	3.33100009	455.3869934	4	4
3518.125	155.7140045	4.498	2.823999882	16.85199928	3.35800004	434.3410034	4	4
3518.25	156.7570038	4.687	2.828000069	19.12100029	3.40899992	383.9830017	4	4
3518.375	157.8569946	5.007	2.829999924	22.11300087	3.457999945	312.973999	4	4
3518.5	160.3009949	5.523	2.828000069	27.31200028	3.49000001	247.1260071	5	5
3518.625	164.0789948	6.21	2.819999933	36.78900147	3.500999928	204.2630005	5	5
3518.75	167.4250031	6.963	2.809000015	49.06100082	3.502000094	188.5350037	5	5
3518.875	168.7610016	7.44	2.802000046	56.77099991	3.515000105	194.5610046	5	5
3519	167.625	7.084	2.799000025	52.50500107	3.562999964	216.8880005	5	5
3519.125	164.923996	6.13	2.796999931	39.94900131	3.654999971	245.9920044	5	5
3519.25	162.6690064	5.349	2.790999889	30.11300087	3.76699996	254.223999	5	5
3519.375	163.0500031	5.17	2.778000116	29.79299927	3.85800004	217.0720062	2	2
3519.5	165.5319977	5.7	2.759999991	35.1590004	3.895999908	162.5480042	2	2
3519.625	168.0919952	6.698	2.737999916	37.15100098	3.865999937	118.4189987	2	2
3519.75	169.4830017	7.502	2.713000059	31.66300011	3.757999897	91.45700073	2	2
3519.875	169.9839935	7.814	2.691999912	22.74099922	3.60800004	80.74099731	1	1
3520	170.6349945	7.78	2.684000015	16.77700043	3.476999998	84.88700104	1	1
3520.125	171.1269989	7.397	2.694000006	15.61600018	3.420000076	105.0930023	1	1
3520.25	170.6470032	6.841	2.71600008	16.14100075	3.443000078	140.503006	1	1
3520.375	168.9309998	6.45	2.737999916	17.76000023	3.519999981	184.9060059	1	1
